2.5,4.5,0.0,9370.626953125,source_data
5.5,3.5,0.0,4720.1259765625,source_data
5.5,7.5,0.0,9519.1826171875,source_data
6.5,8.5,0.0,1580.52734375,source_data
5.5,6.5,0.0,1062.08984375,source_data
0.05,0.05,0.5,612.6142578125
0.15000000000000002,0.05,0.5,624.1640625
0.25,0.05,0.5,635.790771484375
0.35000000000000003,0.05,0.5,647.4785766601562
0.45,0.05,0.5,659.2108764648438
0.55,0.05,0.5,670.9697875976562
0.6500000000000001,0.05,0.5,682.7366333007812
0.7500000000000001,0.05,0.5,694.4918212890625
0.8500000000000001,0.05,0.5,706.21484375
0.9500000000000001,0.05,0.5,717.8848876953125
1.05,0.05,0.5,729.4802856445312
1.1500000000000001,0.05,0.5,740.979248046875
1.2500000000000002,0.05,0.5,752.3597412109375
1.35,0.05,0.5,763.5997924804688
1.4500000000000002,0.05,0.5,774.6776733398438
1.55,0.05,0.5,785.5719604492188
1.6500000000000001,0.05,0.5,796.2620239257812
1.7500000000000002,0.05,0.5,806.7279663085938
1.85,0.05,0.5,816.9507446289062
1.9500000000000002,0.05,0.5,826.9127807617188
2.05,0.05,0.5,836.5974731445312
2.15,0.05,0.5,845.9898071289062
2.25,0.05,0.5,855.0762939453125
2.35,0.05,0.5,863.8448486328125
2.45,0.05,0.5,872.284912109375
2.55,0.05,0.5,880.387451171875
2.65,0.05,0.5,888.144775390625
2.75,0.05,0.5,895.5503540039062
2.85,0.05,0.5,902.5986938476562
2.95,0.05,0.5,909.2850341796875
3.05,0.05,0.5,915.6052856445312
3.15,0.05,0.5,921.5553588867188
3.25,0.05,0.5,927.131103515625
3.35,0.05,0.5,932.3280029296875
3.45,0.05,0.5,937.1406860351562
3.55,0.05,0.5,941.562744140625
3.65,0.05,0.5,945.5863037109375
3.75,0.05,0.5,949.2020263671875
3.85,0.05,0.5,952.3985595703125
3.95,0.05,0.5,955.1629028320312
4.05,0.05,0.5,957.4797973632812
4.15,0.05,0.5,959.3323974609375
4.25,0.05,0.5,960.7018432617188
4.35,0.05,0.5,961.56787109375
4.45,0.05,0.5,961.9091796875
4.55,0.05,0.5,961.7036743164062
4.65,0.05,0.5,960.9290771484375
4.75,0.05,0.5,959.5635375976562
4.8500000000000005,0.05,0.5,957.5865478515625
4.95,0.05,0.5,954.9791259765625
5.05,0.05,0.5,951.7249145507812
5.15,0.05,0.5,947.8108520507812
5.25,0.05,0.5,943.2276000976562
5.3500000000000005,0.05,0.5,937.97021484375
5.45,0.05,0.5,932.03857421875
5.55,0.05,0.5,925.4376831054688
5.65,0.05,0.5,918.1779174804688
5.75,0.05,0.5,910.2750854492188
5.8500000000000005,0.05,0.5,901.7501831054688
5.95,0.05,0.5,892.6292724609375
6.05,0.05,0.5,882.9429931640625
6.15,0.05,0.5,872.7261962890625
6.25,0.05,0.5,862.0172729492188
6.3500000000000005,0.05,0.5,850.8574829101562
6.45,0.05,0.5,839.290283203125
6.55,0.05,0.5,827.3607788085938
6.65,0.05,0.5,815.1146850585938
6.75,0.05,0.5,802.5979614257812
6.8500000000000005,0.05,0.5,789.8561401367188
6.95,0.05,0.5,776.93359375
7.05,0.05,0.5,763.8734130859375
7.15,0.05,0.5,750.7166137695312
7.25,0.05,0.5,737.501953125
7.3500000000000005,0.05,0.5,724.2659301757812
7.45,0.05,0.5,711.0421142578125
7.55,0.05,0.5,697.861572265625
7.65,0.05,0.5,684.7525024414062
7.75,0.05,0.5,671.7401733398438
7.8500000000000005,0.05,0.5,658.8472900390625
7.95,0.05,0.5,646.0939331054688
8.05,0.05,0.5,633.4974975585938
8.15,0.05,0.5,621.0731201171875
8.250000000000002,0.05,0.5,608.8336791992188
8.350000000000001,0.05,0.5,596.7899169921875
8.450000000000001,0.05,0.5,584.95068359375
8.55,0.05,0.5,573.3231811523438
8.65,0.05,0.5,561.9129028320312
8.750000000000002,0.05,0.5,550.7239990234375
8.850000000000001,0.05,0.5,539.75927734375
8.950000000000001,0.05,0.5,529.0205078125
9.05,0.05,0.5,518.5083618164062
9.15,0.05,0.5,508.2227783203125
9.250000000000002,0.05,0.5,498.1628112792969
9.350000000000001,0.05,0.5,488.3268737792969
9.450000000000001,0.05,0.5,478.7128601074219
9.55,0.05,0.5,469.3182067871094
9.650000000000002,0.05,0.5,460.139892578125
9.750000000000002,0.05,0.5,451.174560546875
9.850000000000001,0.05,0.5,442.4186706542969
9.950000000000001,0.05,0.5,433.86834716796875
10.05,0.05,0.5,425.5196228027344
10.150000000000002,0.05,0.5,417.3683776855469
10.250000000000002,0.05,0.5,409.410400390625
10.350000000000001,0.05,0.5,401.64141845703125
10.450000000000001,0.05,0.5,394.05706787109375
10.55,0.05,0.5,386.653076171875
10.650000000000002,0.05,0.5,379.425048828125
10.750000000000002,0.05,0.5,372.3687744140625
10.850000000000001,0.05,0.5,365.47991943359375
10.950000000000001,0.05,0.5,358.7542724609375
11.05,0.05,0.5,352.1877136230469
11.150000000000002,0.05,0.5,345.7760925292969
11.250000000000002,0.05,0.5,339.51544189453125
11.350000000000001,0.05,0.5,333.40179443359375
11.450000000000001,0.05,0.5,327.4313049316406
11.55,0.05,0.5,321.60015869140625
11.650000000000002,0.05,0.5,315.90472412109375
11.750000000000002,0.05,0.5,310.3413391113281
11.850000000000001,0.05,0.5,304.9065246582031
11.950000000000001,0.05,0.5,299.59686279296875
12.05,0.05,0.5,294.40899658203125
12.150000000000002,0.05,0.5,289.33966064453125
12.250000000000002,0.05,0.5,284.3857421875
12.350000000000001,0.05,0.5,279.5441589355469
